ExternalID,CategoryName,CategoryLevel,ParentCategoryExternalID,Non Taxable Flag,,
704 F07 000 Fast Pin/ Page Plu,704 F07 000 Fast Pin/ Page Plu,3,704 F07 Fast Pin/ Page Plus,n,,
704 F08 000 Fast Pin/ STIMobil,704 F08 000 Fast Pin/ STIMobil,3,704 F08 Fast Pin/ STIMobile,n,,
704 F09 000 Fast Pin/ TMobile,704 F09 000 Fast Pin/ TMobile,3,704 F09 Fast Pin/ TMobile,n,,
704 F10 000 Fast Pin/ Tracfone,704 F10 000 Fast Pin/ Tracfone,3,704 F10 Fast Pin/ Tracfone,n,,
704 F11 000 Fast Pin/ Verizon,704 F11 000 Fast Pin/ Verizon,3,704 F11 Fast Pin/ Verizon,n,,
704 F12 000 Fast Pin/ Virgin M,704 F12 000 Fast Pin/ Virgin M,3,704 F12 Fast Pin/ Virgin Mobil,n,,
704 F15 000 Fast Pin/ Ready Mo,704 F15 000 Fast Pin/ Ready Mo,3,704 F15 Fast Pin/ Ready Mobile,n,,
704 F17 000 Fast Pin/Ready Mob,704 F17 000 Fast Pin/Ready Mob,3,704 F17 Fast Pin/Ready Mobile,n,,
704 F18 000 Fast Pin/ Ready Mo,704 F18 000 Fast Pin/ Ready Mo,3,704 F18 Fast Pin/ Ready Mobile,n,,
704 F19 000 Fast Pin/ Page Plu,704 F19 000 Fast Pin/ Page Plu,3,704 F19 Fast Pin/ Page Plus Un,n,,
704 F20 000 Fast Pin/ NET 10 U,704 F20 000 Fast Pin/ NET 10 U,3,704 F20 Fast Pin/ NET 10 Unlim,n,,
704 F21 000 Fast Pin/ Cricket,704 F21 000 Fast Pin/ Cricket,3,704 F21 Fast Pin/ Cricket Pay,n,,
704 F22 000 Fast Pin/ Virgin 2,704 F22 000 Fast Pin/ Virgin 2,3,704 F22 Fast Pin/ Virgin 2010,n,,
704 F23 000 Fast Pin/ Ready Mo,704 F23 000 Fast Pin/ Ready Mo,3,704 F23 Fast Pin/Ready Mobile,n,,
704 F25 000 Fast Pin/EZE Top I,704 F25 000 Fast Pin/EZE Top I,3,704 F25 Fast Pin/EZE Top Int|l,n,,
704 F26 000 Fast Pin/XBox Dig,704 F26 000 Fast Pin/XBox Dig,3,704 F26 Fast Pin/XBox Dig Del,n,,
704 F29 000 Fast Pin/Alltel,704 F29 000 Fast Pin/Alltel,3,704 F29 Fast Pin/Alltel,n,,
704 F30 000 Fast Pin/Xbox Dig,704 F30 000 Fast Pin/Xbox Dig,3,704 F30 Fast Pin/Xbox Dig Memb,n,,
704 F31 000 Fast Pin/Xbox GC,704 F31 000 Fast Pin/Xbox GC,3,704 F31 Fast Pin/Xbox GC,n,,
704 F32 000 Fast Pin/ATT Mob,704 F32 000 Fast Pin/ATT Mob,3,704 F32 Fast Pin/ATT Mob,n,,
704 F33 000 Fast Pin/Call C $3,704 F33 000 Fast Pin/Call C $3,3,704 F33 Fast Pin/Call Ch $3,n,,
704 F34 000 Fast Pin/Call C $5,704 F34 000 Fast Pin/Call C $5,3,704 F34 Fast Pin/Call Ch $5,n,,
704 F35 000 Fast Pin/Call C$10,704 F35 000 Fast Pin/Call C$10,3,704 F35 Fast Pin/Call Ch $10,n,,
704 F36 000 Fast Pin/Glob Mx$3,704 F36 000 Fast Pin/Glob Mx$3,3,704 F36 Fast Pin/Glob Mex $3,n,,
704 F37 000 Fast Pin/Glob Mx$5,704 F37 000 Fast Pin/Glob Mx$5,3,704 F37 Fast Pin/Glob Mex $5,n,,
704 F38 000 Fast Pin/Glob M$10,704 F38 000 Fast Pin/Glob M$10,3,704 F38 Fast Pin/Glob Mex $10,n,,
704 F39 000Fast Pin/Glob Wd$3,704 F39 000Fast Pin/Glob Wd$3,3,704 F39 Fast Pin/Glob Wld $3,n,,
704 F40 000 Fast Pin/Glob Wd$5,704 F40 000 Fast Pin/Glob Wd$5,3,704 F40 Fast Pin/Glob Wld $5,n,,
704 F41 000 Fast Pin/Glob W$10,704 F41 000 Fast Pin/Glob W$10,3,704 F41 Fast Pin/Glob Wld $10,n,,
704 F44 000 Fast Pin/ Net 10,704 F44 000 Fast Pin/ Net 10,3,704 F44 Fast Pin/ Net 10,n,,
704 F45 000 Fast Pin/ T-Mobile,704 F45 000 Fast Pin/ T-Mobile,3,704 F45 Fast Pin/ T-Mobile,n,,
704 F46 000 Fast Pin/ Verizon,704 F46 000 Fast Pin/ Verizon,3,704 F46 Fast Pin/ Verizon,n,,
704 F47 000 Fast Pin/AirLink,704 F47 000 Fast Pin/AirLink,3,704 F47 Fast Pin/AirLink,n,,
704 F48 000 Fast Pin/LifeWirel,704 F48 000 Fast Pin/LifeWirel,3,704 F48 Fast Pin/LifeWireless,n,,
704 F49 000 Fast Pin/Locus H20,704 F49 000 Fast Pin/Locus H20,3,704 F49 Fast Pin/Locus H20,n,,
704 F50 000 Fast Pin/Ntelos Fr,704 F50 000 Fast Pin/Ntelos Fr,3,704 F50 Fast Pin/Ntelos Frawg,n,,
704 F51 000 Fast Pin/Platinum,704 F51 000 Fast Pin/Platinum,3,704 F51 Fast Pin/PlatinumTel T,n,,
704 F52 000 Fast Pin/RedPocket,704 F52 000 Fast Pin/RedPocket,3,704 F52 Fast Pin/RedPocket,n,,
704 F53 000 Fast Pin/LycaMobil,704 F53 000 Fast Pin/LycaMobil,3,704 F53 Fast Pin/LycaMobile,n,,
704 F55 000 Fast Pin/ReadyMo,704 F55 000 Fast Pin/ReadyMo,3,704 F55 Fast Pin/ReadyMobile,n,,
704 F57 000 GoSmart,704 F57 000 GoSmart,3,704 F57 GoSmart FastPin/GoSmar,n,,
704 F58 000 Simple,704 F58 000 Simple,3,704 F58 FastPin/ Simple,n,,
704 F59 000 Ultra Mobile,704 F59 000 Ultra Mobile,3,704 F59 FastPin/Ultra Moblie,n,,
704 F60 000 Univision,704 F60 000 Univision,3,704 F60 FastPin/ Univision (F),n,,
704 F61 000 FP/ AT&T Mobile,704 F61 000 FP/ AT&T Mobile,3,704 F61 FP/ AT&T Mobile,n,,
704 F62 000 FP/ US CELLULAR,704 F62 000 FP/ US CELLULAR,3,704 F62 FP/ US CELLULAR,n,,
704 F63 000 FP/TRAC,704 F63 000 FP/TRAC,3,704 F63 FP/TRAC,n,,
704 F64 000 Ptel-GIV Mobile,704 F64 000 Ptel-GIV Mobile,3,704 F64 Ptel-GIV Mobile,n,,
704 F65 000 ACCESS WIRELESS,704 F65 000 ACCESS WIRELESS,3,704 F65 ACCESS WIRELESS,n,,
704 F67 000 SIMPLE MOBILE,704 F67 000 SIMPLE MOBILE,3,704 F67 SIMPLE MOBILE,n,,
704 F68 000 XBOX LIVE,704 F68 000 XBOX LIVE,3,704 F68 XBOX LIVE,n,,
704 F69 000 XBOX CSV,704 F69 000 XBOX CSV,3,704 F69 XBOX CSV,n,,
704 F70 000 XBOX MASS,704 F70 000 XBOX MASS,3,704 F70 XBOX MASS,n,,
704 F71 000 Assurance Wireless,704 F71 000 Assurance Wireless,3,704 F71 Fast Pin/ Assurance,n,,
704 F72 000 SafeLink,704 F72 000 SafeLink,3,704 F72 Fast Pin/ SafeLink,n,,
704 F73 000 FP/ PLAYSTATION,704 F73 000 FP/ PLAYSTATION,3,704 F73 FP/PlayStation,n,,
704 F74 000 FP/TOTAL WIRELESS,704 F74 000 FP/TOTAL WIRELESS,3,704 F74 FP/TOTAL WIRELESS,n,,
705 F02 000 BC Netspend Fee,705 F02 000 BC Netspend Fee,3,705 F02 BC Netspend Fees,n,,
705 RA1 000 Net MC Reload Act,705 RA1 000 Net MC Reload Act,3,705 RA1 Net MC Reload Act,n,,
705 RA2 000 Net Visa Activate,705 RA2 000 Net Visa Activate,3,705 RA2 Net Visa Activate,n,,
705 RA4 000 Net Meta MC Activa,705 RA4 000 Net Meta MC Activa,3,705 RA4 Net Meta MC Activate,n,,
705 RR1 000 Net MC Reload Re,705 RR1 000 Net MC Reload Re,3,705 RR1 Net MC Reload Recharge,n,,
706 01 000 Nexxus - Newspaper,706 01 000 Nexxus - Newspaper,3,706 01 Nexxus - Newspaper,n,,
706 02 000 Nexxus - Trader Pub,706 02 000 Nexxus - Trader Pub,3,706 02 Nexxus - Trader Publica,n,,
706 03 000 Nexxus - Maps/Atlas,706 03 000 Nexxus - Maps/Atlas,3,706 03 Nexxus - Maps/Atlas,n,,
706 04 000 - Novelty Magnets,706 04 000 - Novelty Magnets,3,706 04 Nexxus - Novelty,n,,
706 05 000 Nexxus - Magazines,706 05 000 Nexxus - Magazines,3,706 05 Nexxus - Magazines,n,,
706 06 000 Nexxus - Propane,706 06 000 Nexxus - Propane,3,706 06 Nexxus - Propane,n,,
706 07 500 Nexxus - Hispanic,706 07 500 Nexxus - Hispanic,3,706 07 Nexxus - Candy,n,,
706 07A 500 Nexxus - Hispanic,706 07A 500 Nexxus - Hispanic,3,706 07A Nexxus - Candy w/Flour,n,,
706 08 500 Nexxus - Hispanic,706 08 500 Nexxus - Hispanic,3,706 08 Nexxus - Snack,n,,
706 09 000 Ice Cream Pint,706 09 000 Ice Cream Pint,3,706 09 Nexxus - Ice Cream,n,,
706 09 001 Ice Cream Quart,706 09 001 Ice Cream Quart,3,706 09 Nexxus - Ice Cream,n,,
706 09 002 Ice Cream Half Gall,706 09 002 Ice Cream Half Gall,3,706 09 Nexxus - Ice Cream,n,,
706 09 003 Ice Cream Gallon,706 09 003 Ice Cream Gallon,3,706 09 Nexxus - Ice Cream,n,,
706 09 004 Novelty Single,706 09 004 Novelty Single,3,706 09 Nexxus - Ice Cream,n,,
706 09 005 Novelty Multi-Pack,706 09 005 Novelty Multi-Pack,3,706 09 Nexxus - Ice Cream,n,,
706 09 910 GC Nexxus - Ice Cre,706 09 910 GC Nexxus - Ice Cre,3,706 09 Nexxus - Ice Cream,n,,
706 11 000 Ballreichs,706 11 000 Ballreichs,3,706 11 Nexxus - Regional Chips,n,,
706 13 000 NEXXUS - Greeting C,706 13 000 NEXXUS - Greeting C,3,706 13 NEXXUS - Greeting Cards,n,,
706 14 000 Herr Foods,706 14 000 Herr Foods,3,706 14 SBT Chips,n,,
706 14 001 Mikesells,706 14 001 Mikesells,3,706 14 SBT Chips,n,,
706 14 002 UTZ QUALITY FOODS-S,706 14 002 UTZ QUALITY FOODS-S,3,706 14 SBT Chips,n,,
706 15 000 PUGS General,706 15 000 PUGS General,3,706 15 PUGS - Energy Restricte,n,,
706 15C 000 PUGS Energy Shots,706 15C 000 PUGS Energy Shots,3,706 15C PUGS - Energy,n,,
706 15C 900 PUGS Shipper,706 15C 900 PUGS Shipper,3,706 15C PUGS - Energy,n,,
706 19 000 PUGS Sunglasses,706 19 000 PUGS Sunglasses,3,706 19 PUGS Sunglasses,n,,
706 19 100 PUGS Reading Glass,706 19 100 PUGS Reading Glass,3,706 19 PUGS Sunglasses,n,,
706 21 100 PUGS Novelty,706 21 100 PUGS Novelty,3,706 21 PUGS - Clothing/Novelty,n,,
706 21 200 PUGS Hats & Caps,706 21 200 PUGS Hats & Caps,3,706 21 PUGS - Clothing/Novelty,n,,
706 21 400 PUGS Gloves,706 21 400 PUGS Gloves,3,706 21 PUGS - Clothing/Novelty,n,,
706 22 100 PUGS Phone/Accessor,706 22 100 PUGS Phone/Accessor,3,706 22 PUGS Phone Accessories,n,,
706 27 400 PUGS Winter Gen,706 27 400 PUGS Winter Gen,3,706 27 PUGS Seasonal Items,n,,
706 29 000 Movies,706 29 000 Movies,3,706 29 SBT Movies,n,,
706 30 000 Flowers,706 30 000 Flowers,3,706 30 SBT Flowers,n,,
706 31 000 Dakota News,706 31 000 Dakota News,3,706 31 SBT Magazines,n,,
707 01 000 Home City Ice,707 01 000 Home City Ice,3,707 01 Home City Ice,n,,
707 02 000 Arctic Ice,707 02 000 Arctic Ice,3,707 02 Arctic Ice,n,,
707 03 000 Pastries Non Tax,707 03 000 Pastries Non Tax,3,707 03 DD Franchise Tax,n,,
707 03 001 DD Franchise Tax,707 03 001 DD Franchise Tax,3,707 03 DD Franchise Tax,n,,
707 04 001 DD Franchise NonTax,707 04 001 DD Franchise NonTax,3,707 04 DD Franchise Non Tax,n,,
707 05 001 KK Loose,707 05 001 KK Loose,3,707 05 Krispy Kreme Loose,n,,
707 06 001 KK Packaged,707 06 001 KK Packaged,3,707 06 Krispy Kreme Packaged,n,,
707 07 000 UPIC Bagged Ice,707 07 000 UPIC Bagged Ice,3,707 07 UPIC,n,,
707 08 000 Shamrock Ice,707 08 000 Shamrock Ice,3,707 08 Shamrock Ice,n,,
708 C03 000 Moneygram,708 C03 000 Moneygram,3,708 C03 Moneygram Ppd w/ Fees,n,,
76 01 000 Office Supplies,76 01 000 Office Supplies,3,76 01 Office Supplies,n,,
77 01 000 Unclassified,77 01 000 Unclassified,3,77 01 Store Supplies,n,,
77 01 001 Car Wash Supplies,77 01 001 Car Wash Supplies,3,77 01 Store Supplies,n,,
77 01 110 Bags,77 01 110 Bags,3,77 01 Store Supplies,n,,
77 01 120 Brooms,77 01 120 Brooms,3,77 01 Store Supplies,n,,
77 01 130 Brushes & Sponges,77 01 130 Brushes & Sponges,3,77 01 Store Supplies,n,,
77 01 140 Buckets,77 01 140 Buckets,3,77 01 Store Supplies,n,,
77 01 150 Cleaning Dispensers,77 01 150 Cleaning Dispensers,3,77 01 Store Supplies,n,,
77 01 160 Cleansers/Sanitizers,77 01 160 Cleansers/Sanitizers,3,77 01 Store Supplies,n,,
77 01 170 Coffee Pots,77 01 170 Coffee Pots,3,77 01 Store Supplies,n,,
77 01 180 Dust Pans,77 01 180 Dust Pans,3,77 01 Store Supplies,n,,
77 01 200 Fast Food Supplies,77 01 200 Fast Food Supplies,3,77 01 Store Supplies,n,,
77 01 210 Filters,77 01 210 Filters,3,77 01 Store Supplies,n,,
77 01 220 First Aid Supplies,77 01 220 First Aid Supplies,3,77 01 Store Supplies,n,,
77 01 230 Gloves,77 01 230 Gloves,3,77 01 Store Supplies,n,,
77 01 240 Island Supplies,77 01 240 Island Supplies,3,77 01 Store Supplies,n,,
77 01 250 Light Bulbs,77 01 250 Light Bulbs,3,77 01 Store Supplies,n,,
77 01 260 Merchandise Supplies,77 01 260 Merchandise Supplies,3,77 01 Store Supplies,n,,
77 01 270 Mops,77 01 270 Mops,3,77 01 Store Supplies,n,,
77 01 280 Napkins & Towels,77 01 280 Napkins & Towels,3,77 01 Store Supplies,n,,
77 01 290 Nozzles & Hoses,77 01 290 Nozzles & Hoses,3,77 01 Store Supplies,n,,
77 01 300 Paint,77 01 300 Paint,3,77 01 Store Supplies,n,,
77 01 310 Price Sign Equipment,77 01 310 Price Sign Equipment,3,77 01 Store Supplies,n,,
77 01 320 Pump & Tank Supplies,77 01 320 Pump & Tank Supplies,3,77 01 Store Supplies,n,,
77 01 330 Rest Room Supplies,77 01 330 Rest Room Supplies,3,77 01 Store Supplies,n,,
77 01 340 Safety Equipment,77 01 340 Safety Equipment,3,77 01 Store Supplies,n,,
77 01 370 Water Filters,77 01 370 Water Filters,3,77 01 Store Supplies,n,,
77 01 380 Office Supplies,77 01 380 Office Supplies,3,77 01 Store Supplies,n,,
77 02 000 UNCLASSIFIED,77 02 000 UNCLASSIFIED,3,77 02 PREPAID CARD SUPPLIES,n,,
77 02 900 SHIPPERS,77 02 900 SHIPPERS,3,77 02 PREPAID CARD SUPPLIES,n,,
77 03 000 Magazine Supplies,77 03 000 Magazine Supplies,3,77 03 Magazine Supplies,n,,
800 01 000 Vacuum Income,800 01 000 Vacuum Income,3,800 01 Vacuum Income,n,,
800 02 000 Fax Income,800 02 000 Fax Income,3,800 02 Fax Income,n,,
800 05 000 Fishing/Hunting Lic,800 05 000 Fishing/Hunting Lic,3,800 05 Fishing/Hunting License,n,,
800 06 000 Toughman Tickets,800 06 000 Toughman Tickets,3,800 06 Toughman Tickets,n,,
800 07 000 Shower Income,800 07 000 Shower Income,3,800 07 Shower Income,n,,
800 08 000 Copy Machine,800 08 000 Copy Machine,3,800 08 Copy Machine,n,,
800 14 000 Charity Fund,800 14 000 Charity Fund,3,800 14 Charity Fund,n,,
800 18 000 Truck Diesel,800 18 000 Truck Diesel,3,800 18 Truck Diesel,n,,
800 19 000 Bulk DEF,800 19 000 Bulk DEF,3,800 19 Bulk DEF,n,,
800 20 000 CAGE FIGHT,800 20 000 CAGE FIGHT,3,800 20 CAGE FIGHT,n,,
800 21 000 Mid American Fest,800 21 000 Mid American Fest,3,800 21 Mid American Festivals,n,,
800 22 000 MONEY ORDERS,800 22 000 MONEY ORDERS,3,800 22 FRANCHISE NON-INVENTORY,n,,
800 22 100 DMV,800 22 100 DMV,3,800 22 FRANCHISE NON-INVENTORY,n,,
800 22 200 APS,800 22 200 APS,3,800 22 FRANCHISE NON-INVENTORY,n,,
810 01 000 Carwash,810 01 000 Carwash,3,810 01 Carwash,n,,
810 01 001 Partner Carwash,810 01 001 Partner Carwash,3,810 01 Carwash,n,,
820 01 000 Money Order,820 01 000 Money Order,3,820 01 Money Order,n,,
820 02 000 Money Order Fee,820 02 000 Money Order Fee,3,820 02 Money Order Fee,n,,
820 03 000 Money Gram,820 03 000 Money Gram,3,820 03 Money Gram,n,,
901 01 000 Multi PK 12Z CN,901 01 000 Multi PK 12Z CN,3,901 01 12Z Can,n,,
901 01 100 Single 12Z CN,901 01 100 Single 12Z CN,3,901 01 12Z Can,n,,
901 01 500 Hispanic,901 01 500 Hispanic,3,901 01 12Z Can,n,,
901 01 910 GC 12Z Can,901 01 910 GC 12Z Can,3,901 01 12Z Can,n,,
901 01A 000 Multi PK 12z CN,901 01A 000 Multi PK 12z CN,3,901 01A 12Z Can (Noncarb),n,,
901 01A 100 Single 12z CN,901 01A 100 Single 12z CN,3,901 01A 12Z Can (Noncarb),n,,
901 01B 000 Multi PK 12z CN,901 01B 000 Multi PK 12z CN,3,901 01B 12Z Can Tea (Noncarb),n,,
901 01B 100 Single 12z CN,901 01B 100 Single 12z CN,3,901 01B 12Z Can Tea (Noncarb),n,,
901 01C 100 SINGLE BOTTLE,901 01C 100 SINGLE BOTTLE,3,901 01C 12.5z BOTTLE,n,,
901 02 000 .5L Btl,901 02 000 .5L Btl,3,901 02 16Z Nr Btl/ 16Z Cn (.5L,n,,
901 02 002 16Z Can,901 02 002 16Z Can,3,901 02 16Z Nr Btl/ 16Z Cn (.5L,n,,
901 02 910 GC 16Z Nr Btl/ 16Z,901 02 910 GC 16Z Nr Btl/ 16Z,3,901 02 16Z Nr Btl/ 16Z Cn (.5L,n,,
901 02A 000 16z BTL/16z CN (.5,901 02A 000 16z BTL/16z CN (.5,3,901 02A 16z BTL/16z CN (.5L) (,n,,
901 03 000 Soda 2 Liter,901 03 000 Soda 2 Liter,3,901 03 2 Liter,n,,
901 03 500 Hispanic,901 03 500 Hispanic,3,901 03 2 Liter,n,,
901 03 910 GC 2 Liter,901 03 910 GC 2 Liter,3,901 03 2 Liter,n,,
901 03A 000 Unclassified,901 03A 000 Unclassified,3,901 03A 2 Liter (Noncarb),n,,
901 03B 000 Unclassified,901 03B 000 Unclassified,3,901 03B 2 Liter Tea (Noncarb),n,,
901 04 000 Soda 20Z Btl,901 04 000 Soda 20Z Btl,3,901 04 20Z Nr Bottle,n,,
901 04 001 Soda 21Z Btl,901 04 001 Soda 21Z Btl,3,901 04 20Z Nr Bottle,n,,
901 04 500 Hispanic,901 04 500 Hispanic,3,901 04 20Z Nr Bottle,n,,
901 04 910 Rebrand 20zNRBottle,901 04 910 Rebrand 20zNRBottle,3,901 04 20Z Nr Bottle,n,,
901 04A 000 Unclassified,901 04A 000 Unclassified,3,901 04A 20Z Nr (Noncarb),n,,
901 04B 000 Unclassified,901 04B 000 Unclassified,3,901 04B 20Z Nr Tea (Noncarb),n,,
901 05 000 Soda 1L,901 05 000 Soda 1L,3,901 05 1 Liter,n,,
901 05A 000 Unclassified,901 05A 000 Unclassified,3,901 05A 1 Liter (Noncarb),n,,
901 05B 000 Unclassified,901 05B 000 Unclassified,3,901 05B 1 Liter Tea (Noncarb),n,,
901 06 000 Soda 3L,901 06 000 Soda 3L,3,901 06 3 Liter,n,,
901 07 000 Unclassified,901 07 000 Unclassified,3,901 07 8Z Bottle,n,,
901 08 000 Unclassified,901 08 000 Unclassified,3,901 08 10Z/ 12Z Nr Bottle,n,,
901 08 010 Single 12Z,901 08 010 Single 12Z,3,901 08 10Z/ 12Z Nr Bottle,n,,
901 09 000 Unclassified,901 09 000 Unclassified,3,901 09 24Z Nr Bottle,n,,
901 09B 000 Unclassified,901 09B 000 Unclassified,3,901 09B 24Z Nr Tea (Noncarb),n,,
901 10 000 Unclassified,901 10 000 Unclassified,3,901 10 12Z Nr Plst /Ln,n,,
901 10 500 Hispanic,901 10 500 Hispanic,3,901 10 12Z Nr Plst /Ln,n,,
901 11 000 13/14Z Bottle,901 11 000 13/14Z Bottle,3,901 11 13.2Z/ 14Z Bottle,n,,
901 14 000 Unclassified,901 14 000 Unclassified,3,901 14 12Z Btl (Returnable),n,,
901 15 000 24z FAYGO,901 15 000 24z FAYGO,3,901 15 24z NR FAYGO,n,,
901 15A 000 24z NR (Noncarb),901 15A 000 24z NR (Noncarb),3,901 15A 24z NR Faygo (Noncarb),n,,
901 16 000 2 LITER FAYGO,901 16 000 2 LITER FAYGO,3,901 16 2 LITER FAYGO,n,,
901 16A 000 2 Liter Faygo (Non,901 16A 000 2 Liter Faygo (Non,3,901 16A 2 Liter Faygo (Noncarb,n,,
901 17 000 8z Can Specialty,901 17 000 8z Can Specialty,3,901 17 8z Can Specialty,n,,
901 18 000 12z Can Specialty,901 18 000 12z Can Specialty,3,901 18 12z Can Specialty,n,,
901 20 000 16z Bottle,901 20 000 16z Bottle,3,901 20 16z Bottle,n,,
901 21 000 Sweetened Bev Tax,901 21 000 Sweetened Bev Tax,3,901 21 Sweetened Beverage Tax,n,,
901 22 000 Shell Deposit,901 22 000 Shell Deposit,3,901 22 Deposit,n,,
94 01 000 M&S Food,94 01 000 M&S Food,3,94 01 M&S Food,n,,
95 01 000 M&S Petroleum,95 01 000 M&S Petroleum,3,95 01 M&S Petroleum,n,,
950 01 101 Wrlss 9-1-1 Fee IN,950 01 101 Wrlss 9-1-1 Fee IN,3,950 01 State Prepaid Wrlss Fee,n,,
950 01 101 Wrlss 9-1-1 Fee SD,950 01 101 Wrlss 9-1-1 Fee SD,3,950 01 State Prepaid Wrlss Fee,n,,
950 01 102 Wrlss 9-1-1 Fee WI,950 01 102 Wrlss 9-1-1 Fee WI,3,950 01 State Prepaid Wrlss Fee,n,,
950 01 103 Wrlss 9-1-1 Fee IL,950 01 103 Wrlss 9-1-1 Fee IL,3,950 01 State Prepaid Wrlss Fee,n,,
950 01 104 Wrlss 9-1-1 Fee MI,950 01 104 Wrlss 9-1-1 Fee MI,3,950 01 State Prepaid Wrlss Fee,n,,
950 01 105 Wrlss 9-1-1 Fee PA,950 01 105 Wrlss 9-1-1 Fee PA,3,950 01 State Prepaid Wrlss Fee,n,,
950 01 106 Wrlss 9-1-1 Fee TN,950 01 106 Wrlss 9-1-1 Fee TN,3,950 01 State Prepaid Wrlss Fee,n,,
950 01 107 Wrlss 9-1-1 Fee OH,950 01 107 Wrlss 9-1-1 Fee OH,3,950 01 State Prepaid Wrlss Fee,n,,
950 01 108 Wrlss 9-1-1 Fee FL,950 01 108 Wrlss 9-1-1 Fee FL,3,950 01 State Prepaid Wrlss Fee,n,,
950 01 109 Wrlss 9-1-1 Fee SC,950 01 109 Wrlss 9-1-1 Fee SC,3,950 01 State Prepaid Wrlss Fee,n,,
950 01 110 Wrlss 9-1-1 Fee NJ,950 01 110 Wrlss 9-1-1 Fee NJ,3,950 01 State Prepaid Wrlss Fee,n,,
950 01 111 Wrlss 9-1-1 Fee DE,950 01 111 Wrlss 9-1-1 Fee DE,3,950 01 State Prepaid Wrlss Fee,n,,
950 01 112 Wrlss 9-1-1 Fee MA,950 01 112 Wrlss 9-1-1 Fee MA,3,950 01 State Prepaid Wrlss Fee,n,,
950 01 113 Wrlss 9-1-1 Fee RI,950 01 113 Wrlss 9-1-1 Fee RI,3,950 01 State Prepaid Wrlss Fee,n,,
950 01 114 Wrlss 9-1-1 Fee CT,950 01 114 Wrlss 9-1-1 Fee CT,3,950 01 State Prepaid Wrlss Fee,n,,
950 01 115 Wrlss 9-1-1 Fee VA,950 01 115 Wrlss 9-1-1 Fee VA,3,950 01 State Prepaid Wrlss Fee,n,,
950 01 116 Wrlss 9-1-1 Fee NC,950 01 116 Wrlss 9-1-1 Fee NC,3,950 01 State Prepaid Wrlss Fee,n,,
950 01 117 Wrlss 9-1-1 Fee AL,950 01 117 Wrlss 9-1-1 Fee AL,3,950 01 State Prepaid Wrlss Fee,n,,
950 01 118 Wrlss 9-1-1 Fee GA,950 01 118 Wrlss 9-1-1 Fee GA,3,950 01 State Prepaid Wrlss Fee,n,,
950 01 118 Wrlss 9-1-1 Fee MN,950 01 118 Wrlss 9-1-1 Fee MN,3,950 01 State Prepaid Wrlss Fee,y,,
950 01 119 Wrlss 9-1-1 Fee KY,950 01 119 Wrlss 9-1-1 Fee KY,3,950 01 State Prepaid Wrlss Fee,n,,
950 01 120 Wrlss 9-1-1 Fee NY,950 01 120 Wrlss 9-1-1 Fee NY,3,950 01 State Prepaid Wrlss Fee,n,,
950 01 121 Wrlss 9-1-1 Fee NH,950 01 121 Wrlss 9-1-1 Fee NH,3,950 01 State Prepaid Wrlss Fee,n,,
950 01 122 Wrlss 9-1-1 Fee TX,950 01 122 Wrlss 9-1-1 Fee TX,3,950 01 State Prepaid Wrlss Fee,n,,
950 02 101 Regulatory Fees KY,950 02 101 Regulatory Fees KY,3,950 02 Regulatory Fees 401,n,,
950 02 102 Regulatory Fees PA,950 02 102 Regulatory Fees PA,3,950 02 Regulatory Fees 401,n,,
950 03 101 Restaurant Fees KY,950 03 101 Restaurant Fees KY,3,950 03 Restaurant Fees,n,,
952 01 000 Unclassified,952 01 000 Unclassified,3,952 01 Sft Drnk Contnr,n,,
952 02 000 Unclassified,952 02 000 Unclassified,3,952 02 MI Returns/Deposits,n,,
952 02D 000 Unclassified,952 02D 000 Unclassified,3,952 02D Container Deposit,n,,
952 02R 000 Unclassified,952 02R 000 Unclassified,3,952 02R Container Return,n,,
97 01 000 Eby Delivery Allowan,97 01 000 Eby Delivery Allowan,3,97 01 Eby Delivery Allowance,n,,
PGA CSH 000 Cash Only (SVC) Ac,PGA CSH 000 Cash Only (SVC) Ac,3,PGA CSH Cash Only (SVC) Act,n,,
PGA SVC 000 Activated (General,PGA SVC 000 Activated (General,3,PGA SVC Activate,n,,
PGA SVC 003 Food/Merch Activat,PGA SVC 003 Food/Merch Activat,3,PGA SVC Activate,n,,
PGA SVC 004 Fuel Card Activate,PGA SVC 004 Fuel Card Activate,3,PGA SVC Activate,n,,
PGA SVC 005 Gift Card Activate,PGA SVC 005 Gift Card Activate,3,PGA SVC Activate,n,,
PGR CSH 000 Cash Only (SVC) Re,PGR CSH 000 Cash Only (SVC) Re,3,PGR CSH Cash Only (SVS) Rechrg,n,,
PGR SVC 000 Recharge (General),PGR SVC 000 Recharge (General),3,PGR SVC Recharge,n,,
PGR SVC 001 Charity Card Rchrg,PGR SVC 001 Charity Card Rchrg,3,PGR SVC Recharge,n,,
PGR SVC 002 Dealership Card Re,PGR SVC 002 Dealership Card Re,3,PGR SVC Recharge,n,,
PGR SVC 003 Food/Merch Rchrg,PGR SVC 003 Food/Merch Rchrg,3,PGR SVC Recharge,n,,
PGR SVC 004 Fuel Card Rchrg,PGR SVC 004 Fuel Card Rchrg,3,PGR SVC Recharge,n,,
PGR SVC 005 Gift Card Rchrg,PGR SVC 005 Gift Card Rchrg,3,PGR SVC Recharge,n,,
