08-12-18T14:52:19: Start Log
08-12-18T14:52:19: Supplier: 1, Supplier XRef: FRITO
08-12-18T14:52:21: Supplier: 1555, Supplier XRef: WMAOLATP
08-12-18T14:52:21: Supplier: 1556, Supplier XRef: WBORDETP
08-12-18T14:52:21: Supplier: 1557, Supplier XRef: IB0CHMNJ
08-12-18T14:52:21: Supplier: 1558, Supplier XRef: HAWKENPA
08-12-18T14:52:21: Supplier: 1559, Supplier XRef: ATLANTNC
08-12-18T14:52:21: Supplier: 1560, Supplier XRef: XYIENCTX
08-12-18T14:52:21: Supplier: 1561, Supplier XRef: SUNDROAL
08-12-18T14:52:21: Supplier: 1562, Supplier XRef: IB072FTP
08-12-18T14:52:21: Supplier: 1563, Supplier XRef: CAROLIGA
08-12-18T14:52:21: Supplier: 1564, Supplier XRef: IB070GTP
08-12-18T14:52:21: Supplier: 1565, Supplier XRef: BALFORDD
08-12-18T14:52:21: Supplier: 1566, Supplier XRef: CAPBEVWV
08-12-18T14:52:21: Supplier: 1567, Supplier XRef: BELLBVNA
08-12-18T14:52:21: Supplier: 1568, Supplier XRef: FRITOASN
08-12-18T14:52:21: Supplier: 1569, Supplier XRef: RDBLFLTP
08-12-18T14:52:21: Supplier: 1570, Supplier XRef: MATADOTP
08-12-18T14:52:21: Supplier: 1571, Supplier XRef: BAMABUD
08-12-18T14:52:21: Supplier: 1572, Supplier XRef: KIRCHERPA
08-12-18T14:52:21: Supplier: 1573, Supplier XRef: NEXXPEN3
08-12-18T14:52:21: Supplier: 1574, Supplier XRef: COKCCCDE
08-12-18T14:52:21: Supplier: 1575, Supplier XRef: COKCCCTN
08-12-18T14:52:21: Supplier: 1576, Supplier XRef: PUREBEVKY
08-12-18T14:52:21: Supplier: 1577, Supplier XRef: CRAFTNY
08-12-18T14:52:21: Supplier: 1578, Supplier XRef: PRONTKPA
08-12-18T14:52:21: Supplier: 1579, Supplier XRef: LEONFARM
08-12-18T14:52:21: Supplier: 1580, Supplier XRef: UNITEDGA
08-12-18T14:52:21: Supplier: 1581, Supplier XRef: xref-1003383
08-12-18T14:52:21: Supplier: 1582, Supplier XRef: NRTHEAST
08-12-18T14:52:21: Supplier: 1583, Supplier XRef: BREAKTRU
08-12-18T14:52:21: Supplier: 1584, Supplier XRef: HCKNDSD
08-12-18T14:52:21: Supplier: 1585, Supplier XRef: COKCCRGA
08-12-18T14:52:21: Supplier: 1586, Supplier XRef: MATADOGA
08-12-18T14:52:21: Supplier: 1587, Supplier XRef: NEXXPEN4
08-12-18T14:52:21: Supplier: 1588, Supplier XRef: NEXXWIS2
08-12-18T14:52:21: Supplier: 1589, Supplier XRef: COLDFRNT
08-12-18T14:52:21: Supplier: 1590, Supplier XRef: NEXXUSRI
08-12-18T14:52:21: Supplier: 1591, Supplier XRef: PEPSTMGA
08-12-18T14:52:21: Supplier: 1592, Supplier XRef: HHDISTVA
08-12-18T14:52:21: Supplier: 1593, Supplier XRef: COKHRSTP
08-12-18T14:52:21: Supplier: 1594, Supplier XRef: PEPHRSTP
08-12-18T14:52:21: Supplier: 1595, Supplier XRef: IB072BTP
08-12-18T14:52:21: Supplier: 1596, Supplier XRef: REDBLPTP
08-12-18T14:52:21: Supplier: 1597, Supplier XRef: PEPFLOTP
08-12-18T14:52:21: Supplier: 1598, Supplier XRef: PEPTENTP
08-12-18T14:52:21: Supplier: 1599, Supplier XRef: COKCCCTP
08-12-18T14:52:21: Supplier: 1600, Supplier XRef: COKNCCTP
08-12-18T14:52:21: Supplier: 1601, Supplier XRef: PEPVENTP
08-12-18T14:52:21: Supplier: 1602, Supplier XRef: PEPHICTP
08-12-18T14:52:21: Supplier: 1603, Supplier XRef: CHOICESC
08-12-18T14:52:21: Supplier: 1604, Supplier XRef: CHOICETP
08-12-18T14:52:21: Supplier: 1605, Supplier XRef: HAYDSTSC
08-12-18T14:52:21: Supplier: 1606, Supplier XRef: TOPSHLTP
08-12-18T14:52:21: Supplier: 1607, Supplier XRef: IB070BTP
08-12-18T14:52:21: Supplier: 1608, Supplier XRef: BDTBEVTP
08-12-18T14:52:21: Supplier: 1609, Supplier XRef: PIEDMOTP
08-12-18T14:52:21: Supplier: 1610, Supplier XRef: SUNDROTP
08-12-18T14:52:21: Supplier: 1611, Supplier XRef: HAYDSTTP
08-12-18T14:52:21: Supplier: 1612, Supplier XRef: CAROLITP
08-12-18T14:52:21: Supplier: 1613, Supplier XRef: SUNDROPL
08-12-18T14:52:21: Supplier: 1614, Supplier XRef: DIXIERTP
08-12-18T14:52:21: Supplier: 1615, Supplier XRef: DRPEPRTP
08-12-18T14:52:21: Supplier: 1616, Supplier XRef: REDBLNTP
08-12-18T14:52:21: Supplier: 1617, Supplier XRef: HEALYRTP
08-12-18T14:52:21: Supplier: 1618, Supplier XRef: ATLANTTP
08-12-18T14:52:21: Supplier: 1619, Supplier XRef: COKSTATP
08-12-18T14:52:21: Supplier: 1620, Supplier XRef: BLURSWTP
08-12-18T14:52:21: Supplier: 1621, Supplier XRef: DIXIEBTP
08-12-18T14:52:21: Supplier: 1622, Supplier XRef: LOVLNDTP
08-12-18T14:52:21: Supplier: 1623, Supplier XRef: IB072VTP
08-12-18T14:52:21: Supplier: 1624, Supplier XRef: LAWRNCTP
08-12-18T14:52:21: Supplier: 1625, Supplier XRef: RCBOTWTP
08-12-18T14:52:21: Supplier: 1626, Supplier XRef: IB0CANTP
08-12-18T14:52:21: Supplier: 1627, Supplier XRef: COKUNTAL
08-12-18T14:52:21: Supplier: 1628, Supplier XRef: SUPREMAL
08-12-18T14:52:21: Supplier: 1629, Supplier XRef: PEPBUFAL
08-12-18T14:52:21: Supplier: 1630, Supplier XRef: OAKMONT
08-12-18T14:52:21: Supplier: 1631, Supplier XRef: IB036BPA
08-12-18T14:52:21: Supplier: 1632, Supplier XRef: HOFFMNVA
08-12-18T14:52:21: Supplier: 1633, Supplier XRef: EBYMONTY
08-12-18T14:52:21: Supplier: 1634, Supplier XRef: EBYYPSIL
08-12-18T14:52:21: Supplier: 1635, Supplier XRef: EBYSPGFD
08-12-18T14:52:21: Supplier: 1636, Supplier XRef: EBYPLNFD
08-12-18T14:52:21: Supplier: 1637, Supplier XRef: RHBUNTD
08-12-18T14:52:21: Supplier: 1638, Supplier XRef: VAELYNCH
08-12-18T14:52:21: Supplier: 1639, Supplier XRef: VAEPLSKI
08-12-18T14:52:21: Supplier: 1640, Supplier XRef: VAENRTH
08-12-18T14:52:21: Supplier: 1641, Supplier XRef: MPRICENA
08-12-18T14:52:21: Supplier: 1642, Supplier XRef: BLURDGSB
08-12-18T14:52:21: Supplier: 1643, Supplier XRef: BLURDGWB
08-12-18T14:52:21: Supplier: 1644, Supplier XRef: WBORDMFN
08-12-18T14:52:21: Supplier: 1645, Supplier XRef: SOGABVTP
08-12-18T14:52:21: Supplier: 1646, Supplier XRef: EMPRENC
08-12-18T14:52:21: Supplier: 1647, Supplier XRef: CROWNBSC
08-12-18T14:52:21: Supplier: 1648, Supplier XRef: EMPREGA
08-12-18T14:52:21: Supplier: 1649, Supplier XRef: GNWHLGA
08-12-18T14:52:21: Supplier: 1650, Supplier XRef: NESTLEIC
08-12-18T14:52:21: Supplier: 1651, Supplier XRef: SKLNDWN
08-12-18T14:52:21: Supplier: 1652, Supplier XRef: LEHIGHVD
08-12-18T14:52:21: Supplier: 1653, Supplier XRef: ASOCBND
08-12-18T14:52:21: Supplier: 1654, Supplier XRef: ALBEMRL
08-12-18T14:52:21: Supplier: 1655, Supplier XRef: BAMACRN
08-12-18T14:52:21: Supplier: 1656, Supplier XRef: JHNSNNC
08-12-18T14:52:21: Supplier: 1657, Supplier XRef: WINDHAM
08-12-18T14:52:21: Supplier: 1658, Supplier XRef: NWHMPBEV
08-12-18T14:52:21: Supplier: 1659, Supplier XRef: DOATY
08-12-18T14:52:21: Supplier: 1660, Supplier XRef: UNTDJOHN
08-12-18T14:52:21: Supplier: 1661, Supplier XRef: COKCCCPA
08-12-18T14:52:21: Supplier: 1662, Supplier XRef: COKLVNTP
08-12-18T14:52:21: Supplier: 1663, Supplier XRef: RYMES
08-12-18T14:52:21: Supplier: 1664, Supplier XRef: COKORNTP
08-12-18T14:52:21: Supplier: 1665, Supplier XRef: COKRCKTP
08-12-18T14:52:21: Supplier: 1666, Supplier XRef: AMERPREM
08-12-18T14:52:21: Supplier: 1667, Supplier XRef: BESTCHC
08-12-18T14:52:21: Supplier: 1668, Supplier XRef: RHINEGST
08-12-18T14:52:21: Supplier: 1669, Supplier XRef: DARIFARM
08-12-18T14:52:21: Supplier: 1670, Supplier XRef: SAVANNAH
08-12-18T14:52:21: Supplier: 1671, Supplier XRef: COKALUNT
08-12-18T14:52:21: Supplier: 1672, Supplier XRef: UNTDBVGA
08-12-18T14:52:21: Supplier: 1673, Supplier XRef: EBYSHPVL
08-12-18T14:52:21: Supplier: 1674, Supplier XRef: RHBARRNA
08-12-18T14:52:21: Supplier: 1675, Supplier XRef: BNKRTFRM
08-12-18T14:52:21: Supplier: 1676, Supplier XRef: REDBULNA
08-12-18T14:52:21: Supplier: 1677, Supplier XRef: EBYLBRTY
08-12-18T14:52:21: Supplier: 1678, Supplier XRef: CARTERCHAT
08-12-18T14:52:21: Supplier: 1679, Supplier XRef: BRRNGDST
08-12-18T14:52:21: Supplier: 1680, Supplier XRef: SPRBEVNA
08-12-18T14:52:21: Supplier: 1681, Supplier XRef: VLLYFRMS
08-12-18T14:52:21: Supplier: 1682, Supplier XRef: WRPWING
08-12-18T14:52:21: Supplier: 1683, Supplier XRef: PRMBEVG
08-12-18T14:52:21: Supplier: 1684, Supplier XRef: REDBULMI
08-12-18T14:52:21: Supplier: 1685, Supplier XRef: LAMONCA
08-12-18T14:52:21: Supplier: 1686, Supplier XRef: CKCCRWPB
08-12-18T14:52:21: Supplier: 1687, Supplier XRef: COKHLYWD
08-12-18T14:52:21: Supplier: 1688, Supplier XRef: CARDIN
08-12-18T14:52:21: Supplier: 1689, Supplier XRef: MCLNSTHW
08-12-18T14:52:21: Supplier: 1690, Supplier XRef: xref-1003501
08-12-18T14:52:21: Supplier: 1691, Supplier XRef: DEANPET
08-12-18T14:52:21: Supplier: 1692, Supplier XRef: TURNRMFN
08-12-18T14:52:21: Supplier: 1693, Supplier XRef: PETIPRN
08-12-18T14:52:21: Supplier: 1694, Supplier XRef: FABIHUBT
08-12-18T14:52:21: Supplier: 1695, Supplier XRef: GRTLKS
08-12-18T14:52:21: Supplier: 1696, Supplier XRef: CLASCTY
08-12-18T14:52:21: Supplier: 1697, Supplier XRef: TRICTYBV
08-12-18T14:52:21: Supplier: 1698, Supplier XRef: COOLBRZ
08-12-18T14:52:21: Supplier: 1699, Supplier XRef: EGLERCK
08-12-18T14:52:21: Supplier: 1700, Supplier XRef: HAYESRCK
08-12-18T14:52:21: Supplier: 1701, Supplier XRef: COKANCCC
08-12-18T14:52:21: Supplier: 1702, Supplier XRef: COKECCC
08-12-18T14:52:21: Supplier: 1703, Supplier XRef: COKINCC
08-12-18T14:52:21: Supplier: 1704, Supplier XRef: COKFTCC
08-12-18T14:52:21: Supplier: 1705, Supplier XRef: COKINDCC
08-12-18T14:52:21: Supplier: 1706, Supplier XRef: COKSTHCC
08-12-18T14:52:21: Supplier: 1707, Supplier XRef: COKTERCC
08-12-18T14:52:21: Supplier: 1708, Supplier XRef: POWERS
08-12-18T14:52:21: Supplier: 1709, Supplier XRef: EASTWN
08-12-18T14:52:21: Supplier: 1710, Supplier XRef: WSTROM
08-12-18T14:52:21: Supplier: 1711, Supplier XRef: SCHNDR
08-12-18T14:52:21: Supplier: 1712, Supplier XRef: WNDYCTY
08-12-18T14:52:21: Supplier: 1713, Supplier XRef: DERBYCTY
08-12-18T14:52:21: Supplier: 1714, Supplier XRef: CKCRMCCC
08-12-18T14:52:21: Supplier: 1715, Supplier XRef: ARBOR
08-12-18T14:52:21: Supplier: 1716, Supplier XRef: RAVE
08-12-18T14:52:21: Supplier: 1717, Supplier XRef: HRNDIST2
08-12-18T14:52:21: Supplier: 1718, Supplier XRef: WISCNSTH
08-12-18T14:52:21: Supplier: 1719, Supplier XRef: HBGCLENA
08-12-18T14:52:21: Supplier: 1720, Supplier XRef: NEXXFOOD
08-12-18T14:52:21: Supplier: 1721, Supplier XRef: RAJRAL
08-12-18T14:52:21: Supplier: 1722, Supplier XRef: RAJWILM
08-12-18T14:52:21: Supplier: 1723, Supplier XRef: EGLEBRNDS
08-12-18T14:52:21: Supplier: 1724, Supplier XRef: VANEERDN
08-12-18T14:52:21: Supplier: 1725, Supplier XRef: CKCCCASN
08-12-18T14:52:21: Supplier: 1726, Supplier XRef: COKABRTA
08-12-18T14:52:21: Supplier: 1727, Supplier XRef: EUCLIDPU
08-12-18T14:52:21: Supplier: 1728, Supplier XRef: BORDSUPP
08-12-18T14:52:21: Supplier: 1729, Supplier XRef: OHTRNPK
08-12-18T14:52:21: Supplier: 1730, Supplier XRef: GRAPEGRN
08-12-18T14:52:21: Supplier: 1731, Supplier XRef: PLATFORM
08-12-18T14:52:21: Supplier: 1732, Supplier XRef: DONNEWLD
08-12-18T14:52:21: Supplier: 1733, Supplier XRef: CAPFORPR
08-12-18T14:52:21: Supplier: 1734, Supplier XRef: COKHRTLD
08-12-18T14:52:21: Supplier: 1735, Supplier XRef: PEPMIDIL
08-12-18T14:52:21: Supplier: 1736, Supplier XRef: PEPMIDTN
08-12-18T14:52:21: Supplier: 1737, Supplier XRef: DNPTSUPP
08-12-18T14:52:21: Supplier: 1738, Supplier XRef: DEANLOU
08-12-18T14:52:21: Supplier: 1739, Supplier XRef: CHASHER
08-12-18T14:52:21: Supplier: 1740, Supplier XRef: DNLOUSUP
08-12-18T14:52:21: Supplier: 1741, Supplier XRef: GALAXBR
08-12-18T14:52:21: Supplier: 1742, Supplier XRef: RATELINER
08-12-18T14:52:21: Supplier: 1743, Supplier XRef: DELPAPA
08-12-18T14:52:21: Supplier: 1744, Supplier XRef: COKCHARL
08-12-18T14:52:21: Supplier: 1745, Supplier XRef: COKSKYLD
08-12-18T14:52:21: Supplier: 1746, Supplier XRef: COKCONWY
08-12-18T14:52:21: Supplier: 1747, Supplier XRef: ESTONICE
08-12-18T14:52:21: Supplier: 1748, Supplier XRef: FUHAB
08-12-18T14:52:21: Supplier: 1749, Supplier XRef: GREENBRG
08-12-18T14:52:21: Supplier: 1750, Supplier XRef: FUHCOOR
08-12-18T14:52:21: Supplier: 1751, Supplier XRef: WILSON
08-12-18T14:52:21: Supplier: 1752, Supplier XRef: VECENI
08-12-18T14:52:21: Supplier: 1753, Supplier XRef: GALLI
08-12-18T14:52:21: Supplier: 1754, Supplier XRef: MRSBAKER
08-12-18T14:52:21: Supplier: 1755, Supplier XRef: RPDISTNJ
08-12-18T14:52:21: Supplier: 1756, Supplier XRef: FAUSTDIS
08-12-18T14:52:21: Supplier: 1757, Supplier XRef: GIANNINI
08-12-18T14:52:21: Supplier: 1758, Supplier XRef: xref-1003577
08-12-18T14:52:21: Supplier: 1759, Supplier XRef: BORDENTX
08-12-18T14:52:21: Supplier: 1760, Supplier XRef: SIMPSON
08-12-18T14:52:21: Supplier: 1761, Supplier XRef: PEPHOUTX
08-12-18T14:52:21: Supplier: 1762, Supplier XRef: TIPPDIST
08-12-18T14:52:21: Supplier: 1763, Supplier XRef: COKESWTX
08-12-18T14:52:21: Supplier: 1764, Supplier XRef: COKCLAYT
08-12-18T14:52:21: Supplier: 1765, Supplier XRef: COKFAYTV
08-12-18T14:52:21: Supplier: 1766, Supplier XRef: COKGRNVL
08-12-18T14:52:21: Supplier: 1767, Supplier XRef: BORDSPTX
08-12-18T14:52:21: Supplier: 1768, Supplier XRef: COKHALFX
08-12-18T14:52:21: Supplier: 1769, Supplier XRef: COKLELND
08-12-18T14:52:21: Supplier: 1770, Supplier XRef: COKNBERN
08-12-18T14:52:21: Supplier: 1771, Supplier XRef: DELIBOYS
08-12-18T14:52:21: Supplier: 1772, Supplier XRef: IB0AMBTX
08-12-18T14:52:21: Supplier: 1773, Supplier XRef: CLEMENTE
08-12-18T14:52:21: Supplier: 1774, Supplier XRef: OLDCASTL
08-12-18T14:52:21: Supplier: 1775, Supplier XRef: PDELIMA
08-12-18T14:52:21: Supplier: 1776, Supplier XRef: ALLENA
08-12-18T14:52:21: Supplier: 1777, Supplier XRef: EMPRMRCH
08-12-18T14:52:21: Starting XSL Transform, this may take awhile.
08-12-18T14:52:21: XSL Transform Complete.
08-12-18T14:52:21: Finished Generating XML
08-12-18T14:52:21: Total Suppliers: 1777
08-12-18T14:52:21: File created in final xml folder: Supplier Import Template.xml
08-12-18T14:52:21: ...
08-12-18T14:52:21: End Log
